,Description,Difficulty,Image,Ingredients,Method,Preparation time,Serves,Title
146,N/A,Easy,https://d2v9mhsiek5lbq.cloudfront.net/eyJidWNrZXQiOiJsb21hLW1lZGlhLXVrIiwia2V5IjoiZm9vZG5ldHdvcmstaW1hZ2UtNzQ0NWI1ZTktMWZmMy00NGJhLWJiNmQtNmRjMTQwMGE3ZTA5LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDE0LCJoZWlnaHQiOjIzMywiZml0IjoiY292ZXIifX19,"{'All': ['200g (1/4 of a medium) white cabbage shredded', '200g (1/4 of a medium) red cabbage shredded', '220g, 2 medium carrots, washed and shredded', '100g bean sprouts', '2 stems spring onions, chopped fine', '2 tablespoons fresh coriander, finely chopped and extra for garnish'], 'For the Dressing': ['400ml mayonaise', '1 1/2 teaspoons wasabi paste', 'Heaped 1/2 teaspoon grated ginger', '2 teaspoons soy sauce']}","<div class=""recipe-text"">
<p>1. Shred the cabbage and carrots using a food processor.</p>
<p>2. Chop the spring onions and coriander.</p>
<p>3. Add the cabbages, carrot, spring onions and coriander to a bowl, add the bean sprouts.</p>
<p>4. Mix together.</p>
<p>5. To make the dressing: mix all the ingredients together in a separate bowl.</p>
<p>6. Add the dressing to the salad and mix thoroughly.</p>
<p>7. Transfer to a serving bowl and garnish with a small bunch of coriander leaves.</p>
</div>",5 mins,6,Asian Slaw
147,"Rosemary, sweet onions, squash and potatoes make this crispy gratin the ultimate bistro side.",Medium,https://d2v9mhsiek5lbq.cloudfront.net/eyJidWNrZXQiOiJsb21hLW1lZGlhLXVrIiwia2V5IjoiZm9vZG5ldHdvcmstaW1hZ2UtM2NjMzMxOWMtMzg5Zi00M2QzLTk3MDctZDcxOWM3M2I4NTc5LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDE0LCJoZWlnaHQiOjIzMywiZml0IjoiY292ZXIifX19,"{'All': ['Cooking spray', '1 medium yellow summer squash (about 8 ounces)', '1 medium courgette (about 8 ounces)', '1 small Yukon gold potato, about 4 ounces, scrubbed and thinly sliced', '1/4 small sweet onion, such as Vidalia, thinly sliced', 'Salt and freshly ground black pepper', '1 sprig fresh rosemary, leaves removed', '1 tablespoon olive oil', '1/4 cup (1 1/2 ounces) freshly grated Manchego cheese']}","<div class=""recipe-text"">
<p> Preheat the oven to 375 degrees F. Lightly mist a shallow 2-quart baking or gratin dish with cooking spray.</p><p>Thinly slice the squash, courgette, potato, and onion 1/4-inch thick with a mandolin or by hand. Shingle the vegetables in the prepared baking dish in one layer. Season with salt and pepper. Sprinkle with the rosemary leaves and drizzle with olive oil. Cover with foil and bake until the potatoes are tender, 30 to 35 minutes.</p><p>Remove the foil; sprinkle with the cheese. Bake until the cheese is browned and most of the liquid has evaporated, about 45 minutes more. Let stand at least 10 minutes. Serve warm or at room temperature.</p>
</div>",20 mins,6,Provencal Summer Squash and Potato Gratin
148,N/A,Easy,https://d2v9mhsiek5lbq.cloudfront.net/eyJidWNrZXQiOiJsb21hLW1lZGlhLXVrIiwia2V5IjoiZm9vZG5ldHdvcmstaW1hZ2UtNzMwODdhNjUtZGQwMS00OGVjLWI4NzktMjk5ZTI5ODhiZGE4LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDE0LCJoZWlnaHQiOjIzMywiZml0IjoiY292ZXIifX19,"{'All': ['4 ears corn, husks removed', '2 tbsp olive oil', '150g diced red peppers', '120g diced red onion', '60ml cider vinegar', '1 (425g) tin black beans, rinsed and drained', '5g minced garlic', '50g mangetout, julienned', '1 tsp sea salt', '1 tsp freshly ground black pepper']}","<div class=""recipe-text"">
                            1) Preheat the griddle to medium. Griddle the corn until lightly charred, about 2 minutes, turning frequently. Transfer the corn to a cutting board and use a serrated knife to remove the kernels. Set aside.  <p>
2) In a medium saute pan over medium-high heat, add the olive oil, then the red pepper and the red onion. Saute for 3 minutess, then add the vinegar, beans and corn and saute for 2 minutes. <p>
3) Stir in the garlic and the mangetout and saute for 1 minute more. Remove from the heat to a serving bowl and season with salt and pepper, to taste. Serve warm or cold.
                        </p></p></div>",5 mins,6,Black Bean and Corn Salad
149,Mumbai's most popular street snack - curried veggies and buttery bread rolls.,Easy,https://d2v9mhsiek5lbq.cloudfront.net/eyJidWNrZXQiOiJsb21hLW1lZGlhLXVrIiwia2V5IjoiZm9vZG5ldHdvcmstaW1hZ2UtODc2ZjFjOTYtNGU4Ny00MmMyLTljNjEtOTkwZWQ4ZThhZTc3LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDE0LCJoZWlnaHQiOjIzMywiZml0IjoiY292ZXIifX19,"{'All': ['1 large potato (230g), peeled and cubed into 1 inch chunks', '1 carrot (100g), peeled, cubed into 2.5cm chunks', '1 medium sweet potato (180g), peeled, cubed into 2.5cm chunks', '200g fresh tomatoes, sliced into 2.5cm pieces', '200g cauliflower, broken into florets', '1 red pepper (100g), sliced into 2.5cm pieces', '3 dried Kashmiri chillies (or hot red chillies)', '250ml water', '6 tbsps concentrated tomato puree', '1 tsp ground fennel seeds']}","<div class=""recipe-text"">
                            1) Add the potatoes, sweet potatoes, carrots, red peppers, cauliflower, tomatoes and red chillies to a pressure cooker filled with 250ml boiling water. Cook over a medium flame for 10 minutes. Alternatively, if you don't have a pressure cooker, boil the vegetables for 15-20 minutes or until very tender reserving the cooking liquid.</div>",10 mins,4,Pau Bhaji
150,N/A,Medium,https://d2v9mhsiek5lbq.cloudfront.net/eyJidWNrZXQiOiJsb21hLW1lZGlhLXVrIiwia2V5IjoiZm9vZG5ldHdvcmstaW1hZ2UtMTEwYjU1MzItNDRlZC00OTIwLWE1MTUtMDY5OTgwMjU0YzgxLmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDE0LCJoZWlnaHQiOjIzMywiZml0IjoiY292ZXIifX19,"{'All': ['60ml olive oil', '3 tbsp diced red onion', '2 tbsp diced black olives', '2 tbsp diced red peppers', '1 tsp diced jalapeno', '1 1/2 tbsp diced garlic', '1 tbsp diced artichoke', '110g tin black beans, drained', '110g tin white beans, drained', '110g tin chickpeas, drained', '225g rolled oats', '1/2 tsp Hungarian paprika']}","<div class=""recipe-text"">
                            1) Add 30ml of the olive oil to a medium saute pan over a medium heat and add the onion, olives, peppers, garlic and artichoke. Saute until translucent. Remove and cool.  <br/> <br/>
2) Add the vegetables to the beans and chickpeas and mix thoroughly. Add all the dry ingredients and the egg. Thoroughly mix all the ingredients and form into 4 patties. Cover and refrigerate for 30 minutes.  <p>
3) Add 30ml olive oil to a saute pan, heat and cook the patties for 2 to 3 minutes per side.<br/>
</p></div>",45 mins,4,Spicy Veggie Bean Burgers
151,N/A,Medium,https://d2v9mhsiek5lbq.cloudfront.net/eyJidWNrZXQiOiJsb21hLW1lZGlhLXVrIiwia2V5IjoiZm9vZG5ldHdvcmstaW1hZ2UtOWU2NTNkOGMtZDFiNi00NTI3LWEwZjEtN2JiNmFlYmQxNjg5LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDE0LCJoZWlnaHQiOjIzMywiZml0IjoiY292ZXIifX19,"{'All': ['225g Israeli couscous', 'Salt', '12 spears asparagus, grilled and cut into 1/2-cm pieces', '1 courgette, halved, grilled and cut into 2 1/2-cm pieces', '1 yellow squash, halved, grilled and cut into 2 1/2-cm pieces', '2 large red peppers, grilled, peeled and diced into bite-size pieces', '40g kalamata olives, pitted and chopped', '2 tbsp chopped fresh basil leaves', 'Freshly ground black pepper', 'Lemon-balsamic vinaigrette']}","<div class=""recipe-text"">
                            1) Heat large saute pan on grates of the barbecue over medium heat. Add couscous and toast until lightly golden brown. Grill vegetables. 
<br/><br/>
2) Bring 1.5 litres of water to the boil over high heat, add 1 tablespoon salt and toasted couscous and cook until al dente. Drain well and place in a large bowl. 
<br/><br/>
3) Add grilled vegetables, olives, basil, and vinaigrette and toss until combined; season with salt and pepper. Let sit at room temperature for 30 minutes before serving or cover and refrigerate.

                        </div>",30 mins,4,Toasted Israeli Couscous with Vegetables
152,N/A,Easy,https://d2v9mhsiek5lbq.cloudfront.net/eyJidWNrZXQiOiJsb21hLW1lZGlhLXVrIiwia2V5IjoiZm9vZG5ldHdvcmstaW1hZ2UtOTY3ZmQ2ZGMtZGMzNC00YjAwLTk1MWUtMzU1ZGQ3OTJiNjkxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQxNCwiaGVpZ2h0IjoyMzMsImZpdCI6ImNvdmVyIn19fQ==,"{'All': ['3 tablespoons unsalted butter, plus 1 tablespoon melted and more for greasing dish', 'Salt', '1 cup dry orzo pasta', '6 cups broccoli florets (about 12 ounces)', '2 tablespoons plain flour', '1 small onion, diced (about 1/2 cup)', '2 cloves garlic, minced', '2 1/2 cups whole milk', '1 1/2 cups shredded Havarti', '1/4 cup sour cream', '3 tablespoons grated Parmesan, or vegetarian alternative']}","<div class=""recipe-text"">
<p>Preheat the oven to 190°C. Butter a 2-quart casserole dish.</p><p>Bring a large pot of generously salted water to a boil. Add the orzo, stir and cook for 5 minutes. Add the broccoli florets and cook until bright green, about 1 minute. Strain and set aside.</p><p>Heat a large pot or Dutch oven over medium heat. Add the butter and flour, whisk together and cook for about 1 minute. Add the onions and garlic and cook, stirring, until the onions have softened, about 5 minutes. Whisk in the milk, bring the sauce to a low boil, reduce to a simmer and simmer gently for about 5 minutes. Turn off the heat and add 1 cup of the Havarti, sour cream, 2 tablespoons of the Parmesan, 1 teaspoon salt and pepper to taste. Gently fold in the broccoli and orzo.</p><p>Transfer the mixture to the buttered casserole dish. Sprinkle with the remaining 1/2 cup Havarti and 1 tablespoon Parmesan. Toss the bread crumbs with the remaining 1 tablespoon melted butter in a small bowl. Season with salt and spread evenly over the casserole. Bake until brown and bubbly, about 30 minutes.</p><p>Copyright 2013 Television Food Network, G.P. All rights reserved</p>
</div>",10 mins,6,Broccoli and Orzo Casserole
153,N/A,Easy,https://d2v9mhsiek5lbq.cloudfront.net/eyJidWNrZXQiOiJsb21hLW1lZGlhLXVrIiwia2V5IjoiZm9vZG5ldHdvcmstaW1hZ2UtMzMyMGU1YzMtYzc0ZS00Yzg2LTljZjctYzAwODU3ZjMyODBkLmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDE0LCJoZWlnaHQiOjIzMywiZml0IjoiY292ZXIifX19,"{'All': ['1 (1/4-ounce) package active dry yeast', '1/2 cup warm water (105 to 110 degrees)', '2 cups buttermilk', '3 tablespoons peanut oil', '2 tablespoons sugar', '2 cups whole-wheat pastry flour', '1/2 cup rolled oats', '4 large egg whites', '1/8 teaspoon baking soda', '1/4 teaspoon fine salt', 'Cooking spray for waffle iron', 'Maple syrup, for serving']}","<div class=""recipe-text"">
<p>Sprinkle the yeast over the water in a large mixing bowl; let stand until foamy, about 5 minutes. Add the buttermilk, oil, sugar and flour and whisk until smooth. Cover the bowl with plastic wrap and refrigerate overnight.</p>
<p>Preheat a waffle iron. Whisk the oats, egg whites, baking soda, and salt into the waffle batter until smooth. Lightly mist the hot waffle iron with cooking spray. Add about 1/3 cup of batter to each section, using the back of a spoon to spread batter to the edges. Cook until the waffles are crisp and golden brown, 5 to 7 minutes. Repeat with the remaining batter. Serve with maple syrup.</p>
</div>",20 mins,6,Whole-Grain Waffles
154,N/A,Easy,https://d2v9mhsiek5lbq.cloudfront.net/eyJidWNrZXQiOiJsb21hLW1lZGlhLXVrIiwia2V5IjoiZm9vZG5ldHdvcmstaW1hZ2UtNjM3ODkxNzUtZTVhMC00ODY3LWFmNmItMTllOWQ1MDRkMDVmLmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDE0LCJoZWlnaHQiOjIzMywiZml0IjoiY292ZXIifX19,"{'All': ['Olive oil spray', '3 pounds yellow potatoes, unpeeled, sliced into 1/4-inch slices', '3 cups cold milk (1 percent low-fat)', '1/4 cup plain flour', '2 cloves garlic, minced', '1 large or 2 small sprigs thyme', '1 3/4 cups grated Gruyere cheese (6 ounces)', '1 1/2 teaspoons salt']}","<div class=""recipe-text"">
<p>Preheat the oven to 175°C. Spray a 2 quart, shallow baking dish with olive oil spray.</p><p>Put the potatoes into a large pot and cover with water. Bring to a boil over medium heat. Reduce the heat and simmer until the potatoes are just tender, about 8 minutes. Drain and set aside to cool somewhat.</p><p>Put the milk and flour into a large saucepan and whisk until the flour is dissolved. Add the garlic and thyme and heat over a medium-high heat, stirring constantly, until the mixture comes to a boil and is thickened, about 8 minutes. Remove from the heat, discard the thyme sprig, and stir in the salt.  Add 1 cup of the cheese and stir until melted.</p><p>Arrange half of the potatoes in the baking dish. Pour over half of the cheese sauce. Add the remaining potatoes and top with rest of the sauce. Sprinkle with the remaining cheese and bake for 25 minutes, until bubbling. Put under the grill on high until the top is browned, about 2 minutes. Serve hot.</p><p>Serving size: about 1 cup</p>                                    Per Serving:                        <p>Calories 280; Total Fat 9 g; (Sat Fat 5 g, Mono Fat 2.6 g, Poly Fat .5 g) ; Protein 14 g; Carb 38 g; Fiber 4 g; Cholesterol 30 mg; Sodium 570 mg</p><p>Excellent source of: Calcium, Phosphorus, Potassium, Protein, Vitamin B6, Vitamin C</p><p>Good source of: Copper, Fiber, Folate, Iodine, Magnesium, Manganese, Niacin, Riboflavin, Selenium, Thiamin, Vitamin B12, Vitamin D, Zinc</p><p>*1 sprig thyme =.5 teaspoon thyme leaves; analyzed with .25 teaspoon as sprig is removed.</p><p>*Yellow potatoes (Yukon gold) not available for analysis.  Analyzed small potatoes with skin.</p>                                                                                                                Easy                                 
                        </div>",15 mins,8,Healthier Dauphinoise Potatoes
155,N/A,Hard,https://d2v9mhsiek5lbq.cloudfront.net/eyJidWNrZXQiOiJsb21hLW1lZGlhLXVrIiwia2V5IjoiZm9vZG5ldHdvcmstaW1hZ2UtYzBhNTk2MmYtNWJiYi00ZTc5LWFiOGEtN2YyOWMxNGRjZGJlLmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDE0LCJoZWlnaHQiOjIzMywiZml0IjoiY292ZXIifX19,"{'For the coconut crust': ['1 1/2 cups sweetened desiccated coconut', '1/4 cup sugar', '1/4 cup plain flour', '1 large egg white, room temperature'], 'For the cheesecake base': ['3 250g tubs cream cheese, room temperature', '300ml sweetened condensed milk', '1 tbsp finely grated lime zest', '2 tsp vanilla extract', '2 large whole eggs, room temperature']}","<div class=""recipe-text"">
<p>Preheat the oven to 175°C.  Lightly grease a 9-inch springform pan and place onto a baking tray.</p>
<p>For the crust, stir the coconut, sugar and flour together.  Whisk the egg white until it is frothy and then stir this into the coconut.  Press this into the bottom of the prepared pan (if you are finding it sticky, wet your fingers with water before pressing).  Bake the crust for about 18 minutes, until lightly browned around the edges and then cool before filling.</p>
<p>For the cheesecake, lower the oven temperature to 160°C.  Beat the cream cheese until light and fluffy.  Beat in the condensed milk, scraping the sides and bottom of the bowl well.  Beat in the zest and vanilla, then on a lower speed; beat in each egg and the yolk one at a time.  Still on low speed, beat in the lime juice.  Pour this over the cooled crust and bake for about 40 minutes, until the outside of the cheesecake is set, but the centre still has a little jiggle to it.  Prepare the lime curd as the cheesecake cools.</p>
<p>For the curd, whisk the whole eggs, egg yolks, sugar, lime zest and juice in a metal bowl.  Whisk in the butter and sour cream and place the bowl over a pot of gently simmering water, whisking often, until the lime curd has thickened, about 10 minutes.  Strain the curd and spread this gently over the cheesecake.  Once fully cooled to room temperature, chill the cheesecake for at least 6 hours (do not cover with cling film).</p>
<p>For the topping, whip the cream and skim milk powder to a soft peak.  Stir in the sugar and vanilla and spread this over the cheesecake, leaving a 2-inches of the lime curd visible around the outside.  Top the cream with blueberries and chill until ready to serve.</p>
<p>The cheesecake will keep, refrigerated, for up to 3 days.</p>
</div>",80 mins,12,Key Lime Cheesecake
156,N/A,Easy,https://d2v9mhsiek5lbq.cloudfront.net/eyJidWNrZXQiOiJsb21hLW1lZGlhLXVrIiwia2V5IjoiZm9vZG5ldHdvcmstaW1hZ2UtOTE5ZjQ0MmUtMWQ0YS00NGFkLWFiMDYtMjQ3NmFiZjM1YzAzLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQxNCwiaGVpZ2h0IjoyMzMsImZpdCI6ImNvdmVyIn19fQ==,"{'All': ['1 large courgette, about 1 pound', 'Salt and freshly ground black pepper', '1 baguette, about 24-inches long', '4 ounces Swiss cheese, thinly sliced', '3 to 4 tablespoons unsalted butter', '1/4 cup pitted kalamata olives, finely chopped']}","<div class=""recipe-text"">
<p>Cut the courgette diagonally into 1/4-inch-thick slices so they are the size of the the width of the bread. Spread them out on a plate or cutting board and season both sides with salt and pepper.</p><p>Preheat a griddle or grill pan to medium-high.</p><p>Cut the bread into 6-inch segments and then cut each segment horizontally almost completely through so you can open it like a book. Open the sandwich halves and press them flat against the work surface with your hands until the bread doesn't spring back. Put cheese on the bottom half of each sandwich.</p><p>Working in batches, melt 1 tablespoon butter on the griddle. Cook the courgette until slightly browned and soft, about 3 minutes. Turn and cook until pliable and nearly transparent, another 2 minutes. As courgette is cooked, put it on top of the cheese, dividing equally among the sandwiches. Divide the olives among the sandwiches and close them, pressing to flatten.</p><p>Working in batches, reduce the heat to medium-low and melt 1 tablespoon butter (for a small griddle) or 2 tablespoons butter (for a large griddle). Put the sandwiches on the griddle. Place a baking sheet on top of the sandwiches and weigh it down with something heavy, like canned goods or a cast-iron skillet. The idea is to make the sandwiches as flat as possible.  (Alternatively, use a panini press.)</p><p>Cook until the bread is crisp, about 3 minutes. Turn and cook, adding more butter if necessary, until the cheese is melted and the bread is crisp, 2 minutes more. Serve immediately.</p><p>Copyright 2014 Television Food Network, G.P. All rights reserved.</p>
</div>",10 mins,4,Courgette Panini
